
0,0.2288911
5000,3.2969203
10000,7.0388722
15000,12.145326
20000,17.623981
25000,13.557617
30000,14.749685
35000,16.908508
40000,16.518917
45000,21.831923
50000,26.31926
55000,34.149887
60000,38.956596
65000,51.60665
70000,59.74812
75000,64.11286
80000,65.94462
85000,69.37996
90000,70.29609
95000,72.42134
100000,76.16095
105000,77.99395
110000,78.444695
115000,72.685455
120000,77.789764
125000,81.50342
130000,81.62257
135000,79.93945
140000,76.4017
145000,74.95639
150000,81.19099
155000,81.29192
160000,77.94141
165000,73.919136
170000,77.709206
175000,76.23279
180000,76.564575
185000,75.13047
190000,70.08875
195000,74.509254
200000,73.96325
205000,76.73818
210000,78.42639
215000,79.10373
220000,82.41833
225000,84.21904
230000,86.21185
235000,87.85414
240000,88.29697
245000,87.66791
250000,88.17192
255000,89.33362
260000,89.580925
265000,91.19686
270000,91.340836
275000,91.70651
