0,0.18250129
5000,3.6476011
10000,5.8599405
15000,12.472366
20000,12.742726
25000,13.921387
30000,15.122732
35000,19.712408
40000,20.830946
45000,28.47618
50000,35.786015
55000,47.69301
60000,53.992218
65000,60.88611
70000,67.42401
75000,68.81503
80000,69.60973
85000,72.48656
90000,75.47328
95000,77.77513
100000,74.36357
105000,74.62952
110000,74.65226
115000,74.840485
120000,75.21767
125000,73.505486
130000,75.3755
135000,77.515076
140000,72.26554
145000,69.11557
150000,72.48565
155000,78.854485
160000,82.11278
165000,86.88019
170000,80.915886
175000,80.153305
180000,79.13478
185000,76.20741
190000,78.39352
195000,76.851776
200000,79.015366
205000,79.877594
210000,81.09546
215000,79.74069
220000,71.74503
225000,76.650314
230000,74.650955
235000,81.613205
240000,81.308426
245000,82.7593
250000,84.35809
255000,83.96187
260000,81.60751
265000,76.95846
